Bairro;Título;Preco;Metros_Quadrados;Classificacao_IDH;IDH_Valor;Renda_Media_Mensal;IDE_Sem_Instrucao;IDE_Fund_Med_Incomp;IDE_Medio_Comp;IDE_Superior_Comp;Classificacao_IBEU;Condicoes_Ambientais_Urbanas;Condicoes_Habitacionais_Urbanas;Preco_m2
jangurussu;Casa com 3 dormitórios à venda, 116 m² por R$ 435.000,00 - Messejana - Fortaleza;435000;116;Muito baixo (0,0000-0,2500);0,172086984;416,9;44,871281532;22,669995525;25,724851026;3,438773347;0,701-0,800 (Médio);0,791911127;0,781121014;3750.0
lagoa redonda;Casa com 3 dormitórios à venda, 110 m² por R$ 470.000,00 - Lagoa Redonda - Fortaleza/CE;470000;110;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
sabiaguaba;Casa à venda, 165 m² por R$ 810.000,00 - Sabiaguaba - Fortaleza/CE;810000;165;Baixo (0,2501-0,3500);0,267301809;549,83;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
jose de alencar;Casa à venda, 113 m² por R$ 550.000,00 - José de Alencar - Fortaleza/CE;550000;113;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
montese;Casa Solta para venda com 282 metros quadrados com 3 quartos em Montese - Fortaleza - CE;450000;282;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;
rodolfo teofilo;Casa à venda, Rodolfo Teófilo, Fortaleza, CE;440000;136;Médio (0,3501-0,5000);0,481883008;818,26;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;
montese;Casa à venda no bairro Montese - Fortaleza/CE;1800000;420;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;
jardim america;Casa com 3 dormitórios à venda, 110 m² por R$ 480.000,00 - Jardim América - Fortaleza/CE;480000;110;Médio (0,3501-0,5000);0,443687971;715,56;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;
lagoa redonda;Casa à venda, 163 m² por R$ 350.000,00 - Lagoa Redonda - Fortaleza/CE;350000;163;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
itaperi;Casa com 3 dormitórios à venda, 126 m² por R$ 385.000,00 - Parangaba - Fortaleza/CE;385000;126;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;
jardim cearense;Casa com 3 quartos à venda, 90 m² por R$ 250.000 - Maraponga - Fortaleza/CE;250000;90;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;
edson queiroz;Casa com 4 dormitórios à venda, 162 m² por R$ 699.000,00 - Edson Queiroz - Fortaleza/CE;699000;162;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
edson queiroz;Casa à Venda no Edson Queiroz, Fortaleza, CE, 5 Dormitórios, 4 Vagas, Piscina, Acabamento;1300000;236;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
jose de alencar;Casa à venda com 3 quartos localizada no bairro Cambeba - Fortaleza - CE;690000;230;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;3000.0
vila uniao;Casa com 6 dormitórios à venda, 290 m² por R$ 630.000 - Vila União - Fortaleza/CE;630000;290;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;
lagoa redonda;Casa Térrea para venda e locação com 100 metros com 3 quartos em Lagoa Redonda - Fortaleza;420000;100;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;4200.0
antonio bezerra;Casas a Venda no Bairro Antonio Bezerra -Fortaleza-CE;600000;120;Baixo (0,2501-0,3500);0,348309204;556,87;39,125285008;16,641497143;36,244114773;7,464984750;0,801-0,900 (Alto);0,895516195;0,840697664;5000.0
bela vista;Casa à venda, 217 m² por R$ 380.000,00 - Bela Vista - Fortaleza/CE;380000;217;Médio (0,3501-0,5000);0,375255922;636,82;37,362884205;19,572460784;34,603721313;6,940960653;0,801-0,900 (Alto);0,894409966;0,835727395;
itaperi;Casa com 4 dormitórios à venda, 132 m² por R$ 250.000,00 - Itaperi - Fortaleza/CE;250000;132;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;
mondubim;Casa à venda, 130 m² por R$ 500.000,00 - Maraponga - Fortaleza/CE;500000;130;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;
jardim cearense;Casa à venda, 120 m² por R$ 560.000,00 - Maraponga - Fortaleza/CE;560001;120;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;
mondubim;Casa com 3 dormitórios à venda, 200 m² por R$ 950.000,00 - Maraponga - Fortaleza/CE;950000;200;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;4750.0
parque dois irmaos;Linda Casa a venda, 4 quartos sendo 2 suítes, 5 vagas, no Parque Dois Irmãos - Fortaleza -;435000;250;Baixo (0,2501-0,3500);0,251057366;557,84;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;1740.0
parque dois irmaos;Casa à venda, 244 m² por R$ 850.000,00 - Parque Dois Irmãos - Fortaleza/CE;850000;244;Baixo (0,2501-0,3500);0,251057366;557,84;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;
edson queiroz;Casa com 6 dormitórios à venda, 600 m² por R$ 7.200.000,00 - Guararapes - Fortaleza/CE;7200000;600;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;8500.0
messejana;Casa com 3 dormitórios à venda, 160 m² por R$ 370.000,00 - Messejana - Fortaleza/CE;370000;160;Médio (0,3501-0,5000);0,375702403;648,89;35,379485638;19,656180819;34,808275711;8,975375113;0,901-1,000 (Muito alto);0,814567697;0,87099405;
benfica;Casa com 2 quartos a venda no bairro de Fátima, Fortaleza-CE;700000;408;Alto (0,5001-0,7000);0,628455191;1246,4;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;
parangaba;Casa com 3 dormitórios à venda, 216 m² por R$ 360.000,00 - Parangaba - Fortaleza/CE;360000;216;Médio (0,3501-0,5000);0,418919096;787,91;35,541519026;20,313841143;33,842463191;9,375618989;0,801-0,900 (Alto);0,87948054;0,899379336;
centro;Casa à venda, 323 m² por R$ 1.690.000,00 - Aldeota - Fortaleza/CE;1690000;323;Alto (0,5001-0,7000);0,556689243;1062,93;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,874335556;0,871428206;
alvaro weyne;Casa á Venda no Alvaro Weyne- Fortaleza/CE;350000;73;Médio (0,3501-0,5000);0,364663527;562,49;43,363610372;16,791660252;36,088323913;4,400800545;0,801-0,900 (Alto);0,88182318;0,814877908;
jardim cearense;Casa com 3 quartos à venda, 122 m² por R$ 840.000 - Maraponga - Fortaleza/CE;840000;122;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;
parquelandia;Casa à venda, 200 m² por R$ 550.000,00 - Parquelândia - Fortaleza/CE;550000;200;Alto (0,5001-0,7000);0,62840092;1170,29;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;2750.0
edson queiroz;Casa Duplex à venda com 4 Suítes localizada no Bairro Edson Queiroz Fortaleza/CE;619900;123;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
mucuripe;Casa à venda, 3 quartos, 1 suíte, 6 vagas, Mucuripe - FORTALEZA/CE;680000;157;Muito alto (0,800-1,0000);0,793081592;2742,25;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;
montese;Casa com 4 dormitórios à venda, 370 m² por R$ 850.000 - Montese - Fortaleza/CE;850000;370;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;
cidade 2000;Casa para venda, 3 quarto(s), Cidade 2000, Fortaleza - CA1716;700000;200;Alto (0,5001-0,7000);0,561946901;1017,12;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;3500.0
serrinha;Casa com 3 dormitórios à venda por R$ 320.000,00 - Serrinha - Fortaleza/CE;320000;112;Baixo (0,2501-0,3500);0,282916147;519,27;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;
jose de alencar;Casa com 3 dormitórios à venda, 202 m² por R$ 950.000 - José de Alencar - Fortaleza/CE;950000;202;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
edson queiroz;Casa com 4 suítes a venda ou aluguel no bairro Edson Queiroz - Fortaleza/CE;740000;199;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
monte castelo;Casa com 2 quartos a venda no bairro Monte Castelo-Fortaleza-CE;280000;105;Médio (0,3501-0,5000);0,434517035;688,29;32,600355036;16,686709042;38,157819390;12,245891313;0,901-1,000 (Muito alto);0,895374394;0,837843346;
antonio bezerra;Casa a Venda, Antônio Bezerra, Fortaleza, CE;500000;100;Baixo (0,2501-0,3500);0,348309204;556,87;39,125285008;16,641497143;36,244114773;7,464984750;0,801-0,900 (Alto);0,895516195;0,840697664;5000.0
mondubim;casa dúplex rua fechada para venda com 145 metros quadrados com 4 quartos em Fortaleza - C;580000;145;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;4000.0
conjunto ceara i;Casa à venda, 138 m² por R$ 430.000,00 - São Bento - Fortaleza/CE;430000;138;Médio (0,3501-0,5000);0,359970667;603,52;48,767095937;20,942397924;26,397124888;3,050813617;0,701-0,800 (Médio);0,806423142;0,774423791;
edson queiroz;Casa com 3 dormitórios à venda, 107 m² por R$ 299.990,00 - Edson Queiroz - Fortaleza/CE;299990;108;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
presidente kennedy;Casa à venda, 4 quartos, 1 vaga, Presidente Kennedy - Fortaleza/CE;450000;158;Médio (0,3501-0,5000);0,428987851;778,11;27,856327827;13,330356700;39,472639778;17,492682443;0,901-1,000 (Muito alto);0,920249156;0,892396638;
praia do futuro ii;Casa à venda, 5 quartos, 5 suítes, 6 vagas, Antônio Diogo - Fortaleza/CE;1490000;470;Muito baixo (0,0000-0,2500);0,167904366;479,83;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;
bom futuro;Casa à venda, 134 m² por R$ 370.000,00 - Montese - Fortaleza/CE;370000;134;Alto (0,5001-0,7000);0,505352588;789,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;
cidade dos funcionarios;Casa à venda, 162 m² por R$ 550.000,00 - Cidade dos Funcionários - Fortaleza/CE;550000;162;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;
jardim das oliveiras;Casa Para Vender com 4 quartos 4 suítes no bairro Jardim das Oliveiras em Fortaleza.;780000;202;Baixo (0,2501-0,3500);0,270016708;474,77;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;
mondubim;Casa Plana venda possui 90 metros quadrados com 2 quartos em Mondubim - Fortaleza - CE;360000;90;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;4000.0
sabiaguaba;Casa com 4 dormitórios à venda, 389 m² por R$ 4.700.000,00 - Sabiaguaba - Fortaleza/CE;4700000;389;Baixo (0,2501-0,3500);0,267301809;549,83;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
serrinha;Casa com 3 quartos á venda no bairro Serrinha, Fortaleza-CE;988665;301;Baixo (0,2501-0,3500);0,282916147;519,27;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;
jardim cearense;Casa com 4 dormitórios à venda, 135 m² por R$ 720.000,00 - Maraponga - Fortaleza/CE;720000;135;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;
lagoa redonda;Casa à venda, 84 m² por R$ 369.000,00 - Lagoa Redonda - Fortaleza/CE;369000;84;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
montese;casa térria para venda com 400 metros quadrados com 4 quartos em Montese - Fortaleza - CE;850000;400;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;2125.0
jardim das oliveiras;Casa à venda, 160 m² por R$ 430.000,00 - Jardim das Oliveiras - Fortaleza/CE;430000;160;Baixo (0,2501-0,3500);0,270016708;474,77;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;
cambeba;Casa com 3 dormitórios à venda, 324 m² por R$ 865.000,00 - Cambeba - Fortaleza/CE;865000;325;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
jardim america;Casas à venda, 300 m² por R$ 800.000 - Jardim América - Fortaleza/CE;800000;300;Médio (0,3501-0,5000);0,443687971;715,56;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;
edson queiroz;Casa com 4 dormitórios à venda, 415 m² por R$ 980.000,00 - Edson Queiroz - Fortaleza/CE;980000;415;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
lagoa redonda;Casa à venda, 3 quartos, 1 suíte, 2 vagas, Lagoa Redonda - Fortaleza/CE;399000;90;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
mondubim;Casa com 3 quarto à venda, 300 m² por R$ 1.650.000 - Prefeito José Walter - Fortaleza/CE;1649990;300;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;
parangaba;Casa à venda, 220 m² por R$ 548.000,00 - Parangaba - Fortaleza/CE;548000;220;Médio (0,3501-0,5000);0,418919096;787,91;35,541519026;20,313841143;33,842463191;9,375618989;0,801-0,900 (Alto);0,87948054;0,899379336;
parangaba;Casa à venda, 200 m² por R$ 550.000,00 - Parangaba - Fortaleza/CE;550000;200;Médio (0,3501-0,5000);0,418919096;787,91;35,541519026;20,313841143;33,842463191;9,375618989;0,801-0,900 (Alto);0,87948054;0,899379336;2750.0
lagoa redonda;Casa com 5 dormitórios à venda, 400 m² por R$ 5.690.000 - Alphaville Fortaleza;5690000;400;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;8500.0
parquelandia;Casa duplex à venda, 07 quartos e 5 vagas, Parquelândia - Fortaleza, CE;1500000;320;Alto (0,5001-0,7000);0,62840092;1170,29;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;
parquelandia;Casa à venda no bairro Parquelândia - Fortaleza/CE;670000;147;Alto (0,5001-0,7000);0,62840092;1170,29;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;
bom futuro;Casa à venda, 86 m² por R$ 349.000,00 - Montese - Fortaleza/CE;349000;87;Alto (0,5001-0,7000);0,505352588;789,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;
lagoa redonda;Casa com 3 dormitórios à venda, 84 m² por R$ 369.000,00 - Lagoa Redonda - Fortaleza/CE;369000;84;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
cidade dos funcionarios;Casa para venda, 6 quarto(s), Cidade Dos Funcionários, Fortaleza - CA1707;980000;450;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;
lagoa redonda;Casa com 4 dormitórios à venda, 390 m² por R$ 4.490.000 - Alphaville Fortaleza;4490000;390;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
lagoa redonda;Casa com 4 dormitórios à venda, 390 m² por R$ 4.490.000 - Alphaville Fortaleza;4490000;390;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
presidente kennedy;Casa á Venda no Presidente Kennedy-Fortaleza/CE;680000;484;Médio (0,3501-0,5000);0,428987851;778,11;27,856327827;13,330356700;39,472639778;17,492682443;0,901-1,000 (Muito alto);0,920249156;0,892396638;
lagoa redonda;Casa com 3 dormitórios à venda, 83 m² por R$ 320.000,00 - Lagoa Redonda - Fortaleza/CE;320000;83;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
lagoa redonda;Casa com 3 dormitórios à venda, 134 m² por R$ 550.000,00 - Lagoa Redonda - Fortaleza/CE;550000;134;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
jose de alencar;Casa com 7 dormitórios à venda, 700 m² por R$ 11.500.000 - Alphaville Fortaleza;11500000;700;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
monte castelo;Casa à Venda no Monte Castelo em Fortaleza/CE;360000;162;Médio (0,3501-0,5000);0,434517035;688,29;32,600355036;16,686709042;38,157819390;12,245891313;0,901-1,000 (Muito alto);0,895374394;0,837843346;
edson queiroz;Casa à venda no Édson Queiroz, Fortaleza, CE, 3 Dormitórios, 3 Vagas de Garagem, Fachada M;619900;123;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
mondubim;Casa à venda na MARAPONGA, Rua Privativa, Maraponga, Fortaleza, CE, 04 quartos, 02 Vagas d;670000;145;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;
jardim das oliveiras;Casa à venda no Jardim das Oliveiras, Jardim das Oliveiras, Fortaleza, CE, 4 dormitórios,;780000;152;Baixo (0,2501-0,3500);0,270016708;474,77;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;
lagoa redonda;Casa à venda na Lagoa Redonda, Fortaleza, CE, 3 Dormitórios, 2 Vagas de Garagem, Fachada M;489000;110;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
jardim das oliveiras;Casa à Venda no Jardim das Oliveiras, Fortaleza, CE, 4 Dormitórios, 2 Vagas de garagem, na;650000;148;Baixo (0,2501-0,3500);0,270016708;474,77;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;
parangaba;Casa com 3 dormitórios à venda, 150 m² por R$ 490.000,00 - Parangaba - Fortaleza/CE;490000;150;Médio (0,3501-0,5000);0,418919096;787,91;35,541519026;20,313841143;33,842463191;9,375618989;0,801-0,900 (Alto);0,87948054;0,899379336;
jose de alencar;Casa com 6 dormitórios à venda, 480 m² por R$ 5.000.000 - Alphaville Fortaleza;5000000;480;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
jose de alencar;Casa com 4 dormitórios à venda, 365 m² por R$ 3.990.000 - Alphaville Fortaleza;3990000;365;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
jardim cearense;Casa com 3 dormitórios à venda, 99 m² por R$ 360.000,00 - Maraponga - Fortaleza/CE;360000;99;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;
edson queiroz;Casa com 3 dormitórios à venda, 248 m² por R$ 890.000,00 - Edson Queiroz - Fortaleza/CE;890000;249;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
antonio bezerra;Casa com 4 dormitórios à venda, 172 m² por R$ 380.000,00 - Antônio Bezerra - Fortaleza/CE;380000;172;Baixo (0,2501-0,3500);0,348309204;556,87;39,125285008;16,641497143;36,244114773;7,464984750;0,801-0,900 (Alto);0,895516195;0,840697664;
conjunto ceara ii;Casa com 02 quartos à venda no bairro Conjunto Ceará - Fortaleza/CE;350000;153;Médio (0,3501-0,5000);0,361724536;589,31;48,279658171;17,768780087;29,775721163;3,692577527;0,501-0,700 (Baixo);0,810477991;0,813561102;
papicu;Casa com 8 dormitórios à venda, 988 m² por R$ 2.200.000,00 - Papicu - Fortaleza/CE;2200000;988;Alto (0,5001-0,7000);0,529635268;1476,65;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;
conjunto ceara ii;Casa com 4 quartos à venda no Conjunto Ceará - Fortaleza/CE;330000;153;Médio (0,3501-0,5000);0,361724536;589,31;48,279658171;17,768780087;29,775721163;3,692577527;0,501-0,700 (Baixo);0,810477991;0,813561102;
jardim america;Casa com 3 quartos à venda no Jardim América - Fortaleza/CE;480000;260;Médio (0,3501-0,5000);0,443687971;715,56;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;
papicu;Casa com 6 dormitórios à venda, 320 m² por R$ 800.000,00 - Papicu - Fortaleza/CE;800000;320;Alto (0,5001-0,7000);0,529635268;1476,65;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;2500.0
parquelandia;Casa com 3 quartos à venda no bairro Parquelândia - Fortaleza/CE;650000;232;Alto (0,5001-0,7000);0,62840092;1170,29;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;
parquelandia;Casa com 4 dormitórios à venda, 750 m² por R$ 1.600.000,00 - Parquelândia - Fortaleza/CE;1600000;750;Alto (0,5001-0,7000);0,62840092;1170,29;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;
benfica;Casa com 4 quartos à venda no Benfica - Fortaleza/CE;550000;148;Alto (0,5001-0,7000);0,628455191;1246,4;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;
curio;Casa com 3 suítes à venda no Curió - Fortaleza/CE;395000;117;Muito baixo (0,0000-0,2500);0,188162399;488,71;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
vila velha;Casa com 4 dormitórios à venda, 171 m² por R$ 600.000,00 - Vila Velha - Fortaleza/CE;600000;171;Baixo (0,2501-0,3500);0,271651977;486,95;40,911753823;21,190490873;31,845091268;5,250986680;0,701-0,800 (Médio);0,811429133;0,813284402;
siqueira;Casa à venda, 2 quartos, 1 vaga, Siqueira - Fortaleza/CE;140000;70;Muito baixo (0,0000-0,2500);0,148674574;326,8;59,076550103;19,640758155;19,736262122;0,955039671;0,001-0,500 (Muito baixo);0,621429182;0,739200053;2000.0
sao gerardo;Casa com 3 dormitórios à venda, 288 m² por R$ 1.200.000,00 - São Gerardo - Fortaleza/CE;1200000;288;Alto (0,5001-0,7000);0,594207804;1347,59;27,856327827;13,330356700;39,472639778;17,492682443;0,901-1,000 (Muito alto);0,920249156;0,892396638;
de lourdes;Casa à venda, 4 quartos, 4 suítes, 3 vagas, De Lourdes - Fortaleza/CE;2700000;540;Alto (0,5001-0,7000);0,641826217;3211,09;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;5000.0
cambeba;Casa com 2 dormitórios à venda, 120 m² por R$ 450.000,00 - Cambeba - Fortaleza/CE;450000;120;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;3750.0
bom futuro;Casa com 3 quartos à venda no bairro Bom Futuro - Fortaleza/CE;850000;386;Alto (0,5001-0,7000);0,505352588;789,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;
cambeba;Casa com 5 dormitórios à venda, 554 m² por R$ 1.200.000,00 - Cambeba - Fortaleza/CE;980000;554;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
monte castelo;Casa com 6 dormitórios à venda, 320 m² por R$ 800.000,00 - Monte Castelo - Fortaleza/CE;800000;320;Médio (0,3501-0,5000);0,434517035;688,29;32,600355036;16,686709042;38,157819390;12,245891313;0,901-1,000 (Muito alto);0,895374394;0,837843346;2500.0
parque dois irmaos;Casa com 3 quartos à venda no Passaré - Fortaleza/CE;320000;150;Baixo (0,2501-0,3500);0,251057366;557,84;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;
