Bairro;Título;Preco;Metros_Quadrados;Classificacao_IDH;IDH_Valor;Renda_Media_Mensal;IDE_Sem_Instrucao;IDE_Fund_Med_Incomp;IDE_Medio_Comp;IDE_Superior_Comp;Classificacao_IBEU;Condicoes_Ambientais_Urbanas;Condicoes_Habitacionais_Urbanas;Preco_m2
lagoa redonda;Casa com 5 dormitórios à venda, 400 m² por R$ 2.950.000,00 - Alphaville Fortaleza - Fortal;2950000;400;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;7375
itaperi;Casa à venda, 110 m² por R$ 320.000,00 - Mondubim - Fortaleza/CE;320000;110;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;2909,090909
jardim cearense;Casa com 5 dormitórios à venda, 230 m² por R$ 560.000,00 - Maraponga - Fortaleza/CE;560000;230;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;2434,782609
alvaro weyne;Casa com 3 dormitórios à venda, 120 m² por R$ 430.000,00 - Álvaro Weyne - Fortaleza/CE;430000;120;Médio (0,3501-0,5000);0,364663527;562,49;43,363610372;16,791660252;36,088323913;4,400800545;0,801-0,900 (Alto);0,88182318;0,814877908;3583,333333
conjunto ceara i;Casa à venda, 100 m² por R$ 205.000,00 - Prefeito José Walter - Fortaleza/CE;205000;100;Médio (0,3501-0,5000);0,359970667;603,52;48,767095937;20,942397924;26,397124888;3,050813617;0,701-0,800 (Médio);0,806423142;0,774423791;2050
parangaba;Casa à venda, 156 m² por R$ 700.000,00 - Parangaba - Fortaleza/CE;700000;156;Médio (0,3501-0,5000);0,418919096;787,91;35,541519026;20,313841143;33,842463191;9,375618989;0,801-0,900 (Alto);0,87948054;0,899379336;4487,179487
centro;Casa com 5 Quartos à Venda, 579 m² por R$ 1.200.000 - Centro - Fortaleza/CE;1200000;580;Alto (0,5001-0,7000);0,556689243;1062,93;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,874335556;0,871428206;2068,965517
manuel dias branco;Casa com 4 dormitórios à venda, 415 m² por R$ 2.990.000 - Dunas - Fortaleza/CE;2990000;415;Baixo (0,2501-0,3500);0,337196608;1239,43;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;7204,819277
lagoa redonda;Casa com 4 dormitórios à venda, 379 m² por R$ 2.950.000,00 - Alphaville Fortaleza - Fortal;2950000;380;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;7763,157895
edson queiroz;Casa com 5 Quartos à venda, 322 m² por R$ 850.000 - Edson Queiroz - Fortaleza/CE;850000;322;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;2639,751553
jose de alencar;Casa com 2 dormitórios à venda, 105 m² por R$ 450.000 - José de Alencar - Fortaleza/CE;450000;105;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;4285,714286
joaquim tavora;Casa à venda no bairro Aldeota - Fortaleza/CE;900000;165;Alto (0,5001-0,7000);0,662519548;1446,03;21,701616731;12,380978974;36,327590540;29,506045291;0,901-1,000 (Muito alto);0,966210918;0,949667769;5454,545455
lagoa redonda;Casa com 4 dormitórios à venda, 400 m² por R$ 4.290.000 - Alphaville Fortaleza.;4290000;400;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;10725
mondubim;Casa para venda, 2 quarto(s), Mondubim, Fortaleza - CA1671;290000;129;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;2248,062016
lagoa redonda;Casa com 4 dormitórios à venda, 176 m² por R$ 430.000,00 - Lagoa Redonda - Fortaleza/CE;430000;176;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;2443,181818
henrique jorge;Casa com 5 dormitórios à venda, 85 m² por R$ 560.000,00 - Henrique Jorge - Fortaleza/CE;560000;86;Baixo (0,2501-0,3500);0,340810388;551,52;39,446985766;21,568577343;33,881066162;4,794152973;0,801-0,900 (Alto);0,83456882;0,853452247;6511,627907
cambeba;Casa com 5 suítes + 02 lojas à venda, 300 m² por R$ 1.430.200 - Lago Jacarey - Fortaleza/C;1430200;300;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;4767,333333
farias brito;Casa com 4 dormitórios à venda, 189 m² - Farias Brito - Fortaleza/CE;450000;189;Médio (0,3501-0,5000);0,499776808;890,48;32,600355036;16,686709042;38,157819390;12,245891313;0,901-1,000 (Muito alto);0,895374394;0,837843346;2380,952381
mondubim;Casa à venda, 118 m² por R$ 550.000,00 - Mondubim - Fortaleza/CE;550000;118;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;4661,016949
damas;Casa à venda, 211 m² por R$ 530.000,00 - Montese - Fortaleza/CE;530000;211;Alto (0,5001-0,7000);0,510646561;1026,95;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;2511,848341
montese;Casa com 5 dormitórios à venda, 1211 m² por R$ 1.300.000,00 - Montese - Fortaleza/CE;1300000;1212;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;1072,607261
rodolfo teofilo;Casa Duplex para venda com 4 quartos em Rodolfo Teófilo - Fortaleza - CE;460000;140;Médio (0,3501-0,5000);0,481883008;818,26;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;3285,714286
jangurussu;Casa com 3 dormitórios à venda, 116 m² por R$ 435.000 - Jangurussu - Fortaleza/CE;435000;116;Muito baixo (0,0000-0,2500);0,172086984;416,9;44,871281532;22,669995525;25,724851026;3,438773347;0,701-0,800 (Médio);0,791911127;0,781121014;3750
dionisio torres;Casa com 4 dormitórios à venda, 192m² por R$ 1.200.000,00 - Dionísio Torres - Fortaleza/CE;1200000;193;Muito alto (0,800-1,0000);0,859689667;2707,35;21,701616731;12,380978974;36,327590540;29,506045291;0,901-1,000 (Muito alto);0,966210918;0,949667769;6217,61658
dionisio torres;Casa com 4 dormitórios à venda, 194 m² por R$ 700.000,00 - Dionisio Torres - Fortaleza/CE;650000;194;Muito alto (0,800-1,0000);0,859689667;2707,35;21,701616731;12,380978974;36,327590540;29,506045291;0,901-1,000 (Muito alto);0,966210918;0,949667769;3350,515464
quintino cunha;VENDO CASA: Rua ótima / Ômega / 05 quartos / Pode financiar / Quintino Cunha - Fortaleza;630000;240;Muito baixo (0,0000-0,2500);0,222536802;427,43;46,404062241;20,007038536;29,167190367;3,697745155;0,701-0,800 (Médio);0,737688349;0,769851144;2625
cambeba;Casa com 4 dormitórios à venda, 150 m² por R$ 690.000 - Cambeba - Fortaleza/CE;690000;150;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;4600
lagoa redonda;Casa à venda, Lagoa Redonda, Fortaleza, CE;270000;150;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;1800
parquelandia;Casa de esquina à venda com 479m² na Parquelândia - Fortaleza, Ceará.;850000;479;Alto (0,5001-0,7000);0,62840092;1170,29;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;1774,530271
cambeba;Casa com 4 dormitórios à venda, 223 m² por R$ 680.000,00 - Cambeba - Fortaleza/CE;680000;223;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;3049,327354
fatima;Casa com 4 dormitórios à venda, 275 m² por R$ 1.600.000,00 - Fátima - Fortaleza/CE;1600000;275;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;5818,181818
maraponga;Casa à venda, 250 m² por R$ 1.950.000,00 - Maraponga - Fortaleza/CE;1950000;250;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;7800
maraponga;Casa à venda, 250 m² por R$ 1.950.000,00 - Maraponga - Fortaleza/CE;1950000;250;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;7800
maraponga;Casa com 4 dormitórios à venda, 250 m² por R$ 1.950.000,00 - Maraponga - Fortaleza/CE;1950000;250;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;7800
parquelandia;Casa para venda possui 600 m² de terreno com 8 quartos em Parquelândia - Fortaleza - CE;845000;600;Alto (0,5001-0,7000);0,62840092;1170,29;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;1408,333333
mondubim;Casa à venda, 270 m² por R$ 630.000,00 - Mondubim - Fortaleza/CE;630000;270;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;2333,333333
aldeota;Casa com 3 dormitórios à venda, 159 m² por R$ 1.300.000,00 - Aldeota - Fortaleza/CE;1300000;159;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;8176,100629
henrique jorge;Casa à venda, 99 m² por R$ 370.000,00 - Jóquei Clube - Fortaleza/CE;370000;99;Baixo (0,2501-0,3500);0,340810388;551,52;39,446985766;21,568577343;33,881066162;4,794152973;0,801-0,900 (Alto);0,83456882;0,853452247;3737,373737
parque dois irmaos;Casa com 2 dormitórios à venda, 200 m² por R$ 280.000,00 - Parque Dois Irmãos - Fortaleza/;280000;200;Baixo (0,2501-0,3500);0,251057366;557,84;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;1400
mondubim;Casa à venda, 145 m² por R$ 590.000,00 - Maraponga - Fortaleza/CE;590000;145;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;4068,965517
jardim cearense;Casa com Ponto Comercial à Venda Maraponga, Fortaleza;199000;90;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;2211,111111
edson queiroz;Casa com 4 dormitórios à venda, 240 m² por R$ 750.000,00 - Edson Queiroz - Fortaleza/CE;750000;241;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;3112,033195
planalto ayrton senna;Casa Plana a Venda Bairro Cidade Nova, Fortaleza-ce;350000;98;Muito baixo (0,0000-0,2500);0,168312254;360,67;55,895089217;20,908448758;20,779460090;2,048462885;0,701-0,800 (Médio);0,594178026;0,708668646;3571,428571
sabiaguaba;Casa à venda, 165 m² por R$ 795.000,00 - Sabiaguaba - Fortaleza/CE;795000;165;Baixo (0,2501-0,3500);0,267301809;549,83;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;4818,181818
itaperi;Casa com 3 dormitórios à venda, 140 m² por R$ 350.000,00 - Itaperi - Fortaleza/CE;350000;140;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;2500
itaperi;Casa à venda, 197 m² por R$ 580.000,00 - Mondubim - Fortaleza/CE;580000;197;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;2944,162437
jardim cearense;Casa com 4 dormitórios à venda, 122 m² por R$ 770.000,00 - Maraponga - Fortaleza/CE;770000;122;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;6311,47541
edson queiroz;Casa à venda, 180 m² por R$ 695.000,00 - Edson Queiroz - Fortaleza/CE;695000;180;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;3861,111111
salinas;Casa com 3 dormitórios à venda, 130 m² por R$ 475.000,00 - Salinas - Fortaleza/CE;475000;130;Médio (0,3501-0,5000);0,491268617;1749,91;46,732432432;19,432432432;26,132432432;7,324324324;0,801-0,900 (Alto);0,852470943;0,920787325;3653,846154
passare;Casa com 3 dormitórios e dependência completa à venda por R$ 380.000 - Passaré - Fortaleza;380000;109;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;3486,238532
jose de alencar;Casa com 3 dormitórios à venda, 127 m² por R$ 430.000,00 - José de Alencar - Fortaleza/CE;430000;127;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;3385,826772
passare;Casa com 3 dormitórios à venda, 109 m² por R$ 380.000,00 - Passaré - Fortaleza/CE;380000;109;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;3486,238532
cajazeiras;Casa com 2 dormitórios à venda, 115 m² por R$ 300.000,00 - Cajazeiras - Fortaleza/CE;300000;115;Baixo (0,2501-0,3500);0,304549738;768,93;40,856694632;18,839096924;31,246163290;8,119045995;0,801-0,900 (Alto);0,762284782;0,785576003;2608,695652
jangurussu;Casa com 2 dormitórios à venda, 162 m² por R$ 269.000,00 - Jangurussu - Fortaleza/CE;269000;162;Muito baixo (0,0000-0,2500);0,172086984;416,9;44,871281532;22,669995525;25,724851026;3,438773347;0,701-0,800 (Médio);0,791911127;0,781121014;1660,493827
planalto ayrton senna;Casa à venda, 75 m² por R$ 148.000,00 - Planalto Ayrton Senna - Fortaleza/CE;148000;75;Muito baixo (0,0000-0,2500);0,168312254;360,67;55,895089217;20,908448758;20,779460090;2,048462885;0,701-0,800 (Médio);0,594178026;0,708668646;1973,333333
parque dois irmaos;Casa com 3 dormitórios à venda por R$ 115.000 - Passaré - Fortaleza/CE;115000;76;Baixo (0,2501-0,3500);0,251057366;557,84;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;1513,157895
maraponga;Casa à venda por R$ 2.000.000,00 - Maraponga - Fortaleza/CE;2000000;212;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;9433,962264
edson queiroz;Casa com 3 dormitórios à venda, 110 m² por R$ 440.000,00 - Edson Queiroz - Fortaleza/CE;440000;110;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;4000
aldeota;Casa com 6 dormitórios à venda, 252 m² por R$ 1.600.000,00 - Aldeota - Fortaleza/CE;1600000;252;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;6349,206349
jardim cearense;Casa com 4 dormitórios à venda, 157 m² por R$ 520.000,00 - Maraponga - Fortaleza/CE;520000;157;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;3312,101911
manoel satiro;Casa ampla com 5 quartos à venda, 400 m² por R$ 1.250.000 - Manuel Sátiro - Fortaleza/CE;1250000;400;Baixo (0,2501-0,3500);0,292158652;527,94;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;3125
dionisio torres;Casa com 4 dormitórios à venda, 192 m² por R$ 1.500.000,00 - Dionisio Torres - Fortaleza/C;1500000;192;Muito alto (0,800-1,0000);0,859689667;2707,35;21,701616731;12,380978974;36,327590540;29,506045291;0,901-1,000 (Muito alto);0,966210918;0,949667769;7812,5
sao bento;Casa com 3 dormitórios à venda, 107 m² por R$ 320.000,00 - Paupina - Fortaleza/CE;320000;107;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;2990,654206
parreao;Casa com 4 dormitórios à venda, 290 m² por R$ 450.000 - Parreão - Fortaleza/CE;450000;290;Alto (0,5001-0,7000);0,571950202;1202,45;33,310618966;19,083853871;41,476433844;15,767556313;0,901-1,000 (Muito alto);0,891607704;0,894104667;1551,724138
itaoca;Casa com 3 dormitórios à venda, 100 m² por R$ 190.000,00 - Itaoca - Fortaleza/CE;190000;100;Médio (0,3501-0,5000);0,373493056;605,65;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;1900
passare;Casa com 3 quartos à venda, por R$ 325.000 - Passaré - Fortaleza/CE;325000;54;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;6018,518519
benfica;Casa á Venda na Fátima- Fortaleza/CE;1100000;648;Alto (0,5001-0,7000);0,628455191;1246,4;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;1697,530864
parangaba;Casa com 3 quartos à venda, 97 m² por R$ 550.000,00- Parangaba - Fortaleza/CE;550000;98;Médio (0,3501-0,5000);0,418919096;787,91;35,541519026;20,313841143;33,842463191;9,375618989;0,801-0,900 (Alto);0,87948054;0,899379336;5612,244898
mondubim;Casa com 3 dormitórios à venda, 190 m² por R$ 650.000,00 - Mondubim - Fortaleza/CE;650000;190;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;3421,052632
sao bento;Casa Padrão para Venda em São Bento Fortaleza-CE;210000;200;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;1050
fatima;Casa com 5 dormitórios à venda, 128 m² por R$ 850.000,00 - Vila União - Fortaleza/CE;850000;128;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;6640,625
maraponga;Casa à venda, 233 m² por R$ 1.900.000,00 - Maraponga - Fortaleza/CE;1900000;233;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;8154,506438
farias brito;Casa com 4 dormitórios à venda, 456 m² por R$ 600.000,00 - Benfica - Fortaleza/CE;600000;456;Médio (0,3501-0,5000);0,499776808;890,48;32,600355036;16,686709042;38,157819390;12,245891313;0,901-1,000 (Muito alto);0,895374394;0,837843346;1315,789474
cidade dos funcionarios;Casa à venda no bairro Cidade dos Funcionários - Fortaleza/CE;490000;201;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;2437,810945
lagoa redonda;Casa à venda, 84 m² por R$ 369.000,00 - Lagoa Redonda - Fortaleza/CE;369000;84;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;4392,857143
edson queiroz;Casa à venda, 200 m² por R$ 1.150.000,00 - Edson Queiroz - Fortaleza/CE;1150000;200;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;5750
edson queiroz;Casa à venda, 178 m² por R$ 1.220.000,00 - Edson Queiroz - Fortaleza/CE;1220000;178;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;6853,932584
coco;Casa à venda, 220 m² Cocó - Fortaleza/CE;1400000;220;Muito alto (0,800-1,0000);0,7622656;3295,32;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;6363,636364
lagoa redonda;Casa com 2 dormitórios à venda, 86 m² por R$ 330.000,00 - Lagoa Redonda - Fortaleza/CE;330000;86;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;3837,209302
maraponga;Casa à venda, 70 m² por R$ 485.000,00 - Maraponga - Fortaleza/CE;485000;70;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;6928,571429
praia do futuro ii;Casa com 3 dormitórios à venda, 265 m² por R$ 2.990.000,00 - Antônio Diogo - Fortaleza/CE;2990000;265;Muito baixo (0,0000-0,2500);0,167904366;479,83;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;11283,01887
jose de alencar;Casa com 3 dormitórios à venda, 125 m² por R$ 499.000,00 - José de Alencar - Fortaleza/CE;499000;125;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;3992
lagoa redonda;Casa com 4 dormitórios à venda, 330 m² por R$ 2.650.000,00 - Alphaville Fortaleza - Fortal;2650000;330;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;8030,30303
sao bento;Casa à venda com 3 quartos localizada no bairro São Bento - Fortaleza - CE;730000;134;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;5447,761194
conjunto palmeiras;Casa à venda, 280 m² por R$ 265.000,00 - Conjunto Palmeiras - Fortaleza/CE;265000;280;Muito baixo (0,0000-0,2500);0,106724072;239,25;72,494180246;19,973395411;12,494180246;0,598603259;0,701-0,800 (Médio);0,682353766;0,708915416;946,4285714
jangurussu;Casa com 3 dormitórios à venda, 116 m² por R$ 465.000,00 - Messejana - Fortaleza/CE;465000;116;Muito baixo (0,0000-0,2500);0,172086984;416,9;44,871281532;22,669995525;25,724851026;3,438773347;0,701-0,800 (Médio);0,791911127;0,781121014;4008,62069
quintino cunha;Casa á Venda no Quintino Cunha- Fortaleza/CE;780000;594;Muito baixo (0,0000-0,2500);0,222536802;427,43;46,404062241;20,007038536;29,167190367;3,697745155;0,701-0,800 (Médio);0,737688349;0,769851144;1313,131313
vila uniao;Casa à venda, 220 m² por R$ 799.000,00 - Vila União - Fortaleza/CE;799000;220;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;3631,818182
jardim cearense;Casa com 3 dormitórios à venda, 120 m² por R$ 510.000,00 - Maporanga - Fortaleza/CE;510000;120;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;4250
mondubim;Casa à venda, 125 m² por R$ 480.000,00 - Maraponga - Fortaleza/CE;480000;125;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;3840
edson queiroz;Casa com 3 suítes, 177 m² - venda por R$ 1.050.000 - Edson Queiroz - Fortaleza/CE;1050000;177;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;5932,20339
edson queiroz;Casa com 3 dormitórios à venda, 125 m² por R$ 619.000,00 - Edson Queiroz - Fortaleza/CE;619000;125;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;4952
dionisio torres;Casa com 5 dormitórios à venda, 363 m² por R$ 1.600.000,00 - Dionisio Torres - Fortaleza/C;1600000;363;Muito alto (0,800-1,0000);0,859689667;2707,35;21,701616731;12,380978974;36,327590540;29,506045291;0,901-1,000 (Muito alto);0,966210918;0,949667769;4407,713499
alvaro weyne;Casa para venda, Álvaro Weyne, Fortaleza, CE;460000;240;Médio (0,3501-0,5000);0,364663527;562,49;43,363610372;16,791660252;36,088323913;4,400800545;0,801-0,900 (Alto);0,88182318;0,814877908;1916,666667
montese;Casa com 4 dormitórios à venda, 242 m² por R$ 350.000,00 - Montese - Fortaleza/CE;350000;242;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;1446,280992
jardim cearense;Casa a venda com 5 quartos no Jardim Cearense - Fortaleza - CE;2800000;300;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;9333,333333
lagoa redonda;Casa à venda, 194 m² por R$ 890.000,00 - Lagoa Redonda - Fortaleza/CE;890000;194;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;4587,628866
messejana;Casa com 3 dormitórios à venda, 135 m² por R$ 299.990,00 - Messejana - Fortaleza/CE;299990;135;Médio (0,3501-0,5000);0,375702403;648,89;35,379485638;19,656180819;34,808275711;8,975375113;0,901-1,000 (Muito alto);0,814567697;0,87099405;2222,148148
cristo redentor;Casa à Venda no bairro Cristo Redentor em Fortaleza/CE;300000;92;Baixo (0,2501-0,3500);0,253841671;377,42;51,264373935;19,697614991;25,532367973;2,339757240;0,801-0,900 (Alto);0,827228452;0,616840218;3260,869565
de lourdes;Casa com 4 dormitórios à venda, 340 m² por R$ 4.990.000,00 - De Lourdes - Fortaleza/CE;4990000;341;Alto (0,5001-0,7000);0,641826217;3211,09;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;14633,43109
itaperi;Casa com 4 dormitórios à venda, 335 m² por R$ 649.000,00 - Itaperi - Fortaleza/CE;649000;336;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;1931,547619
